state,municipality,district,subdistrict,id
TO,Fátima,Fátima,,17075530500
TO,Figueirópolis,Figueirópolis,,17076520500
TO,Filadélfia,Filadélfia,,17077020500
TO,Filadélfia,Bielândia,,17077021000
TO,Formoso do Araguaia,Formoso do Araguaia,,17082050500
TO,Fortaleza do Tabocão,Fortaleza do Tabocão,,17082540500
TO,Goianorte,Goianorte,,17083040500
TO,Goiatins,Goiatins,,17090050500
TO,Goiatins,Cartucho,,17090051000
TO,Goiatins,Craolândia,,17090051500
TO,Guaraí,Guaraí,,17093020500
TO,Guaraí,Mirandópolis,,17093021000
TO,Gurupi,Gurupi,,17095000500
TO,Ipueiras,Ipueiras,,17098070500
TO,Itacajá,Itacajá,,17105080500
TO,Itaguatins,Itaguatins,,17107060500
TO,Itapiratins,Itapiratins,,17109040500
TO,Itaporã do Tocantins,Itaporã do Tocantins,,17111000500
TO,Jaú do Tocantins,Jaú do Tocantins,,17115060500
TO,Juarina,Juarina,,17118030500
TO,Lagoa da Confusão,Lagoa da Confusão,,17119020500
TO,Lagoa do Tocantins,Lagoa do Tocantins,,17119510500
TO,Lajeado,Lajeado,,17120090500
TO,Lavandeira,Lavandeira,,17121570500
TO,Lizarda,Lizarda,,17124050500
TO,Lizarda,Alto Bonito,,17124051000
TO,Luzinópolis,Luzinópolis,,17124540500
TO,Marianópolis do Tocantins,Marianópolis do Tocantins,,17125040500
TO,Mateiros,Mateiros,,17127020500
TO,Maurilândia do Tocantins,Maurilândia do Tocantins,,17128010500
TO,Miracema do Tocantins,Miracema do Tocantins,,17132050500
TO,Miranorte,Miranorte,,17133040500
TO,Monte do Carmo,Monte do Carmo,,17136010500
TO,Monte Santo do Tocantins,Monte Santo do Tocantins,,17137000500
TO,Palmeiras do Tocantins,Palmeiras do Tocantins,,17138090500
TO,Muricilândia,Muricilândia,,17139570500
TO,Natividade,Natividade,,17142030500
TO,Natividade,Príncipe,,17142032000
TO,Nazaré,Nazaré,,17143020500
TO,Nova Olinda,Nova Olinda,,17148800500
TO,Nova Rosalândia,Nova Rosalândia,,17150020500
TO,Novo Acordo,Novo Acordo,,17151010500
TO,Novo Alegre,Novo Alegre,,17151500500
TO,Novo Jardim,Novo Jardim,,17152590500
TO,Oliveira de Fátima,Oliveira de Fátima,,17155070500
TO,Palmeirante,Palmeirante,,17157050500
TO,Palmeirópolis,Palmeirópolis,,17157540500
TO,Paraíso do Tocantins,Paraíso do Tocantins,,17161090500
TO,Paranã,Paranã,,17162080500
TO,Pau D'Arco,Pau D'Arco,,17163070500
TO,Pedro Afonso,Pedro Afonso,,17165050500
TO,Pedro Afonso,Porto Real,,17165051000
TO,Peixe,Peixe,,17166040500
TO,Pequizeiro,Pequizeiro,,17166530500
TO,Colméia,Colméia,,17167030500
TO,Pindorama do Tocantins,Pindorama do Tocantins,,17170080500
TO,Piraquê,Piraquê,,17172060500
TO,Pium,Pium,,17175030500
TO,Ponte Alta do Bom Jesus,Ponte Alta do Bom Jesus,,17178000500
TO,Ponte Alta do Tocantins,Ponte Alta do Tocantins,,17179090500
TO,Porto Alegre do Tocantins,Porto Alegre do Tocantins,,17180060500
TO,Porto Nacional,Porto Nacional,,17182040500
TO,Porto Nacional,Luzimangues,,17182042500
TO,Praia Norte,Praia Norte,,17183030500
TO,Presidente Kennedy,Presidente Kennedy,,17184020500
TO,Pugmil,Pugmil,,17184510500
TO,Recursolândia,Recursolândia,,17185010500
TO,Riachinho,Riachinho,,17185500500
TO,Rio da Conceição,Rio da Conceição,,17186590500
TO,Rio dos Bois,Rio dos Bois,,17187090500
TO,Rio Sono,Rio Sono,,17187580500
TO,Sampaio,Sampaio,,17188080500
TO,Sandolândia,Sandolândia,,17188400500
TO,Santa Fé do Araguaia,Santa Fé do Araguaia,,17188650500
TO,Santa Maria do Tocantins,Santa Maria do Tocantins,,17188810500
TO,Santa Rita do Tocantins,Santa Rita do Tocantins,,17188990500
TO,Santa Rosa do Tocantins,Santa Rosa do Tocantins,,17189070500
TO,Santa Rosa do Tocantins,Cangas,,17189071000
TO,Santa Rosa do Tocantins,Morro de São João,,17189071500
TO,Santa Tereza do Tocantins,Santa Tereza do Tocantins,,17190040500
TO,Santa Terezinha do Tocantins,Santa Terezinha do Tocantins,,17200020500
TO,São Bento do Tocantins,São Bento do Tocantins,,17201010500
TO,São Félix do Tocantins,São Félix do Tocantins,,17201500500
TO,São Miguel do Tocantins,São Miguel do Tocantins,,17202000500
TO,São Salvador do Tocantins,São Salvador do Tocantins,,17202590500
TO,São Sebastião do Tocantins,São Sebastião do Tocantins,,17203090500
TO,São Valério,São Valério,,17204990500
TO,Silvanópolis,Silvanópolis,,17206550500
TO,Sítio Novo do Tocantins,Sítio Novo do Tocantins,,17208040500
TO,Sucupira,Sucupira,,17208530500
TO,Taguatinga,Taguatinga,,17209030500
TO,Taipas do Tocantins,Taipas do Tocantins,,17209370500
TO,Talismã,Talismã,,17209780500
TO,Palmas,Palmas,,17210000500
TO,Palmas,Buritirana,,17210000800
TO,Palmas,Taquaruçu,,17210001500
TO,Tocantínia,Tocantínia,,17211090500
TO,Tocantinópolis,Tocantinópolis,,17212080500
TO,Tupirama,Tupirama,,17212570500
TO,Tupiratins,Tupiratins,,17213070500
TO,Wanderlândia,Wanderlândia,,17220810500
TO,Xambioá,Xambioá,,17221070500
MA,Açailândia,Açailândia,,21000550500
MA,Afonso Cunha,Afonso Cunha,,21001050500
MA,Água Doce do Maranhão,Água Doce do Maranhão,,21001540500
MA,Alcântara,Alcântara,,21002040500
MA,Alcântara,São João de Cortes,,21002041000
MA,Aldeias Altas,Aldeias Altas,,21003030500
MA,Altamira do Maranhão,Altamira do Maranhão,,21004020500
MA,Alto Alegre do Maranhão,Alto Alegre do Maranhão,,21004360500
MA,Alto Alegre do Pindaré,Alto Alegre do Pindaré,,21004770500
MA,Alto Parnaíba,Alto Parnaíba,,21005010500
MA,Alto Parnaíba,Curupá,,21005011000
MA,Amapá do Maranhão,Amapá do Maranhão,,21005500500
MA,Amarante do Maranhão,Amarante do Maranhão,,21006000500
MA,Anajatuba,Anajatuba,,21007090500
MA,Anajatuba,Porto das Gabarras,,21007091000
MA,Anapurus,Anapurus,,21008080500
MA,Apicum-Açu,Apicum-Açu,,21008320500
MA,Araguanã,Araguanã,,21008730500
MA,Araioses,Araioses,,21009070500
MA,Arame,Arame,,21009560500
MA,Arari,Arari,,21010040500
MA,Arari,Bonfim do Arari,,21010041000
MA,Axixá,Axixá,,21011030500
MA,Bacabal,Bacabal,,21012020500
MA,Bacabeira,Bacabeira,,21012510500
MA,Bacuri,Bacuri,,21013010500
MA,Bacurituba,Bacurituba,,21013500500
MA,Balsas,Balsas,,21014000500
MA,Barão de Grajaú,Barão de Grajaú,,21015090500
MA,Barra do Corda,Barra do Corda,,21016080500
MA,Barreirinhas,Barreirinhas,,21017070500
MA,Belágua,Belágua,,21017310500
MA,Bela Vista do Maranhão,Bela Vista do Maranhão,,21017720500
MA,Benedito Leite,Benedito Leite,,21018060500
MA,Bequimão,Bequimão,,21019050500
MA,Bernardo do Mearim,Bernardo do Mearim,,21019390500
MA,Boa Vista do Gurupi,Boa Vista do Gurupi,,21019700500
MA,Bom Jardim,Bom Jardim,,21020020500
MA,Bom Jesus das Selvas,Bom Jesus das Selvas,,21020360500
MA,Bom Lugar,Bom Lugar,,21020770500
MA,Brejo,Brejo,,21021010500
MA,Brejo de Areia,Brejo de Areia,,21021500500
MA,Buriti,Buriti,,21022000500
MA,Buriti Bravo,Buriti Bravo,,21023090500
MA,Buriti Bravo,Bacatuba,,21023091000
MA,Buriticupu,Buriticupu,,21023250500
MA,Buritirana,Buritirana,,21023580500
MA,Cachoeira Grande,Cachoeira Grande,,21023740500
MA,Cajapió,Cajapió,,21024080500
MA,Cajari,Cajari,,21025070500
MA,Cajari,Boa Vista do Pindaré,,21025071000
MA,Campestre do Maranhão,Campestre do Maranhão,,21025560500
MA,Cândido Mendes,Cândido Mendes,,21026060500
MA,Cândido Mendes,Barão de Tromaí,,21026061000
MA,Cândido Mendes,Estandarte,,21026061500
MA,Cantanhede,Cantanhede,,21027050500
MA,Capinzal do Norte,Capinzal do Norte,,21027540500
MA,Carolina,Carolina,,21028040500
MA,Carutapera,Carutapera,,21029030500
MA,Caxias,Caxias,,21030000500
MA,Cedral,Cedral,,21031090500
MA,Central do Maranhão,Central do Maranhão,,21031250500
MA,Centro do Guilherme,Centro do Guilherme,,21031580500
MA,Centro Novo do Maranhão,Centro Novo do Maranhão,,21031740500
MA,Chapadinha,Chapadinha,,21032080500
MA,Cidelândia,Cidelândia,,21032570500
MA,Codó,Codó,,21033070500
MA,Codó,Codozinho,,21033071000
MA,Codó,São Raimundo de Codó,,21033071500
MA,Coelho Neto,Coelho Neto,,21034060500
MA,Colinas,Colinas,,21035050500
MA,Conceição do Lago-Açu,Conceição do Lago-Açu,,21035540500
MA,Coroatá,Coroatá,,21036040500
MA,Cururupu,Cururupu,,21037030500
MA,Davinópolis,Davinópolis,,21037520500
MA,Dom Pedro,Dom Pedro,,21038020500
MA,Duque Bacelar,Duque Bacelar,,21039010500
MA,Esperantinópolis,Esperantinópolis,,21040080500
MA,Estreito,Estreito,,21040570500
MA,Feira Nova do Maranhão,Feira Nova do Maranhão,,21040730500
MA,Fernando Falcão,Fernando Falcão,,21040810500
MA,Formosa da Serra Negra,Formosa da Serra Negra,,21040990500
MA,Fortaleza dos Nogueiras,Fortaleza dos Nogueiras,,21041070500
MA,Fortuna,Fortuna,,21042060500
MA,Godofredo Viana,Godofredo Viana,,21043050500
MA,Godofredo Viana,Aurizona,,21043051000
MA,Gonçalves Dias,Gonçalves Dias,,21044040500
MA,Governador Archer,Governador Archer,,21045030500
MA,Governador Edison Lobão,Governador Edison Lobão,,21045520500
MA,Governador Eugênio Barros,Governador Eugênio Barros,,21046020500
MA,Governador Luiz Rocha,Governador Luiz Rocha,,21046280500
MA,Governador Newton Bello,Governador Newton Bello,,21046510500
MA,Governador Nunes Freire,Governador Nunes Freire,,21046770500
MA,Graça Aranha,Graça Aranha,,21047010500
MA,Grajaú,Grajaú,,21048000500
MA,Guimarães,Guimarães,,21049090500
MA,Humberto de Campos,Humberto de Campos,,21050050500
MA,Icatu,Icatu,,21051040500
MA,Icatu,Itapera,,21051041000
MA,Igarapé do Meio,Igarapé do Meio,,21051530500
MA,Igarapé Grande,Igarapé Grande,,21052030500
MA,Imperatriz,Imperatriz,,21053020500
MA,Itaipava do Grajaú,Itaipava do Grajaú,,21053510500
MA,Itapecuru Mirim,Itapecuru Mirim,,21054010500
MA,Itinga do Maranhão,Itinga do Maranhão,,21054270500
MA,Jatobá,Jatobá,,21054500500
MA,Jenipapo dos Vieiras,Jenipapo dos Vieiras,,21054760500
MA,João Lisboa,João Lisboa,,21055000500
MA,Joselândia,Joselândia,,21056090500
MA,Junco do Maranhão,Junco do Maranhão,,21056580500
MA,Lago da Pedra,Lago da Pedra,,21057080500
MA,Lago do Junco,Lago do Junco,,21058070500
MA,Lago Verde,Lago Verde,,21059060500
MA,Lagoa do Mato,Lagoa do Mato,,21059220500
MA,Lago dos Rodrigues,Lago dos Rodrigues,,21059480500
MA,Lagoa Grande do Maranhão,Lagoa Grande do Maranhão,,21059630500
MA,Lajeado Novo,Lajeado Novo,,21059890500
MA,Lima Campos,Lima Campos,,21060030500
MA,Loreto,Loreto,,21061020500
MA,Luís Domingues,Luís Domingues,,21062010500
MA,Magalhães de Almeida,Magalhães de Almeida,,21063000500
MA,Magalhães de Almeida,Custódio Lima,,21063001000
MA,Maracaçumé,Maracaçumé,,21063260500
MA,Marajá do Sena,Marajá do Sena,,21063590500
MA,Maranhãozinho,Maranhãozinho,,21063750500
MA,Mata Roma,Mata Roma,,21064090500
MA,Matinha,Matinha,,21065080500
MA,Matões,Matões,,21066070500
MA,Matões do Norte,Matões do Norte,,21066310500
MA,Milagres do Maranhão,Milagres do Maranhão,,21066720500
MA,Mirador,Mirador,,21067060500
MA,Mirador,Ibipira,,21067061000
MA,Miranda do Norte,Miranda do Norte,,21067550500
MA,Mirinzal,Mirinzal,,21068050500
MA,Monção,Monção,,21069040500
MA,Montes Altos,Montes Altos,,21070010500
MA,Morros,Morros,,21071000500
MA,Nina Rodrigues,Nina Rodrigues,,21072090500
MA,Nova Colinas,Nova Colinas,,21072580500
MA,Nova Iorque,Nova Iorque,,21073080500
MA,Nova Olinda do Maranhão,Nova Olinda do Maranhão,,21073570500
MA,Olho d'Água das Cunhãs,Olho d'Água das Cunhãs,,21074070500
MA,Olinda Nova do Maranhão,Olinda Nova do Maranhão,,21074560500
MA,Paço do Lumiar,Paço do Lumiar,,21075060500
MA,Palmeirândia,Palmeirândia,,21076050500
MA,Paraibano,Paraibano,,21077040500
MA,Parnarama,Parnarama,,21078030500
MA,Parnarama,Brejo de São Félix,,21078031000
MA,Passagem Franca,Passagem Franca,,21079020500
MA,Pastos Bons,Pastos Bons,,21080090500
MA,Pastos Bons,Roçado,,21080091000
MA,Paulino Neves,Paulino Neves,,21080580500
MA,Paulo Ramos,Paulo Ramos,,21081080500
MA,Pedreiras,Pedreiras,,21082070500
MA,Pedreiras,Marianópolis,,21082071000
MA,Pedro do Rosário,Pedro do Rosário,,21082560500
MA,Penalva,Penalva,,21083060500
MA,Peri Mirim,Peri Mirim,,21084050500
MA,Peritoró,Peritoró,,21084540500
MA,Pindaré-Mirim,Pindaré-Mirim,,21085040500
MA,Pindaré-Mirim,Pimentel,,21085041000
MA,Pinheiro,Pinheiro,,21086030500
MA,Pinheiro,Roque,,21086031000
MA,Pio XII,Pio XII,,21087020500
MA,Pirapemas,Pirapemas,,21088010500
MA,Poção de Pedras,Poção de Pedras,,21089000500
MA,Porto Franco,Porto Franco,,21090070500
MA,Porto Rico do Maranhão,Porto Rico do Maranhão,,21090560500
MA,Presidente Dutra,Presidente Dutra,,21091060500
MA,Presidente Juscelino,Presidente Juscelino,,21092050500
MA,Presidente Médici,Presidente Médici,,21092390500
MA,Presidente Sarney,Presidente Sarney,,21092700500
MA,Presidente Vargas,Presidente Vargas,,21093040500
MA,Primeira Cruz,Primeira Cruz,,21094030500
MA,Raposa,Raposa,,21094520500
MA,Riachão,Riachão,,21095020500
MA,Ribamar Fiquene,Ribamar Fiquene,,21095510500
MA,Rosário,Rosário,,21096010500
MA,Sambaíba,Sambaíba,,21097000500
MA,Santa Filomena do Maranhão,Santa Filomena do Maranhão,,21097590500
MA,Santa Helena,Santa Helena,,21098090500
MA,Santa Helena,Curva Grande,,21098091000
MA,Santa Inês,Santa Inês,,21099080500
MA,Santa Luzia,Santa Luzia,,21100050500
MA,Santa Luzia do Paruá,Santa Luzia do Paruá,,21100390500
MA,Santa Quitéria do Maranhão,Santa Quitéria do Maranhão,,21101040500
MA,Santa Rita,Santa Rita,,21102030500
MA,Santana do Maranhão,Santana do Maranhão,,21102370500
MA,Santo Amaro do Maranhão,Santo Amaro do Maranhão,,21102780500
MA,Santo Antônio dos Lopes,Santo Antônio dos Lopes,,21103020500
MA,São Benedito do Rio Preto,São Benedito do Rio Preto,,21104010500
MA,São Bento,São Bento,,21105000500
MA,São Bernardo,São Bernardo,,21106090500
MA,São Domingos do Azeitão,São Domingos do Azeitão,,21106580500
MA,São Domingos do Maranhão,São Domingos do Maranhão,,21107080500
MA,São Félix de Balsas,São Félix de Balsas,,21108070500
MA,São Francisco do Brejão,São Francisco do Brejão,,21108560500
MA,São Francisco do Maranhão,São Francisco do Maranhão,,21109060500
MA,São Francisco do Maranhão,Caraíba do Norte,,21109061000
MA,São Francisco do Maranhão,Ribeirão Azul,,21109061500
MA,São João Batista,São João Batista,,21110030500
MA,São João do Carú,São João do Carú,,21110290500
MA,São João do Paraíso,São João do Paraíso,,21110520500
MA,São João do Soter,São João do Soter,,21110780500
MA,São João dos Patos,São João dos Patos,,21111020500
MA,São José de Ribamar,São José de Ribamar,,21112010500
MA,São José de Ribamar,Mata,,21112011000
MA,São José dos Basílios,São José dos Basílios,,21112500500
MA,São Luís,São Luís,,21113000500
MA,São Luís Gonzaga do Maranhão,São Luís Gonzaga do Maranhão,,21114090500
MA,São Mateus do Maranhão,São Mateus do Maranhão,,21115080500
MA,São Pedro da Água Branca,São Pedro da Água Branca,,21115320500
MA,São Pedro dos Crentes,São Pedro dos Crentes,,21115730500
MA,São Raimundo das Mangabeiras,São Raimundo das Mangabeiras,,21116070500
MA,São Raimundo do Doca Bezerra,São Raimundo do Doca Bezerra,,21116310500
MA,São Roberto,São Roberto,,21116720500
MA,São Vicente Ferrer,São Vicente Ferrer,,21117060500
MA,Satubinha,Satubinha,,21117220500
MA,Senador Alexandre Costa,Senador Alexandre Costa,,21117480500
MA,Senador La Rocque,Senador La Rocque,,21117630500
MA,Serrano do Maranhão,Serrano do Maranhão,,21117890500
MA,Sítio Novo,Sítio Novo,,21118050500
MA,Sucupira do Norte,Sucupira do Norte,,21119040500
MA,Sucupira do Riachão,Sucupira do Riachão,,21119530500
MA,Tasso Fragoso,Tasso Fragoso,,21120010500
MA,Timbiras,Timbiras,,21121000500
MA,Timon,Timon,,21122090500
MA,Timon,Buriti Cortado,,21122091000
MA,Trizidela do Vale,Trizidela do Vale,,21122330500
MA,Tufilândia,Tufilândia,,21122740500
MA,Tuntum,Tuntum,,21123080500
MA,Tuntum,São Joaquim dos Melos,,21123081000
MA,Turiaçu,Turiaçu,,21124070500
MA,Turilândia,Turilândia,,21124560500
MA,Tutóia,Tutóia,,21125060500
MA,Tutóia,Barro Duro,,21125061000
MA,Urbano Santos,Urbano Santos,,21126050500
MA,Vargem Grande,Vargem Grande,,21127040500
MA,Viana,Viana,,21128030500
MA,Vila Nova dos Martírios,Vila Nova dos Martírios,,21128520500
MA,Vitória do Mearim,Vitória do Mearim,,21129020500
MA,Vitorino Freire,Vitorino Freire,,21130090500
MA,Zé Doca,Zé Doca,,21140070500
PI,Acauã,Acauã,,22000530500
PI,Agricolândia,Agricolândia,,22001030500
PI,Água Branca,Água Branca,,22002020500
PI,Alagoinha do Piauí,Alagoinha do Piauí,,22002510500
PI,Alegrete do Piauí,Alegrete do Piauí,,22002770500
PI,Alto Longá,Alto Longá,,22003010500
PI,Altos,Altos,,22004000500
PI,Alvorada do Gurguéia,Alvorada do Gurguéia,,22004590500
PI,Amarante,Amarante,,22005090500
PI,Angical do Piauí,Angical do Piauí,,22006080500
PI,Anísio de Abreu,Anísio de Abreu,,22007070500
PI,Antônio Almeida,Antônio Almeida,,22008060500
PI,Aroazes,Aroazes,,22009050500
PI,Aroeiras do Itaim,Aroeiras do Itaim,,22009540500
PI,Arraial,Arraial,,22010020500
PI,Assunção do Piauí,Assunção do Piauí,,22010510500
PI,Avelino Lopes,Avelino Lopes,,22011010500
PI,Baixa Grande do Ribeiro,Baixa Grande do Ribeiro,,22011500500
PI,Barra D'Alcântara,Barra D'Alcântara,,22011760500
PI,Barras,Barras,,22012000500
PI,Barreiras do Piauí,Barreiras do Piauí,,22013090500
PI,Barro Duro,Barro Duro,,22014080500
PI,Batalha,Batalha,,22015070500
PI,Bela Vista do Piauí,Bela Vista do Piauí,,22015560500
PI,Belém do Piauí,Belém do Piauí,,22015720500
PI,Beneditinos,Beneditinos,,22016060500
PI,Bertolínia,Bertolínia,,22017050500
PI,Betânia do Piauí,Betânia do Piauí,,22017390500
PI,Boa Hora,Boa Hora,,22017700500
PI,Bocaina,Bocaina,,22018040500
PI,Bom Jesus,Bom Jesus,,22019030500
PI,Bom Princípio do Piauí,Bom Princípio do Piauí,,22019190500
PI,Bonfim do Piauí,Bonfim do Piauí,,22019290500
PI,Boqueirão do Piauí,Boqueirão do Piauí,,22019450500
PI,Brasileira,Brasileira,,22019600500
PI,Brejo do Piauí,Brejo do Piauí,,22019880500
PI,Buriti dos Lopes,Buriti dos Lopes,,22020000500
PI,Buriti dos Montes,Buriti dos Montes,,22020260500
PI,Cabeceiras do Piauí,Cabeceiras do Piauí,,22020590500
PI,Cajazeiras do Piauí,Cajazeiras do Piauí,,22020750500
PI,Cajueiro da Praia,Cajueiro da Praia,,22020830500
PI,Caldeirão Grande do Piauí,Caldeirão Grande do Piauí,,22020910500
PI,Campinas do Piauí,Campinas do Piauí,,22021090500
PI,Campo Alegre do Fidalgo,Campo Alegre do Fidalgo,,22021170500
PI,Campo Grande do Piauí,Campo Grande do Piauí,,22021330500
PI,Campo Largo do Piauí,Campo Largo do Piauí,,22021740500
PI,Campo Maior,Campo Maior,,22022080500
PI,Canavieira,Canavieira,,22022510500
PI,Canto do Buriti,Canto do Buriti,,22023070500
PI,Capitão de Campos,Capitão de Campos,,22024060500
PI,Capitão Gervásio Oliveira,Capitão Gervásio Oliveira,,22024550500
PI,Caracol,Caracol,,22025050500
PI,Caraúbas do Piauí,Caraúbas do Piauí,,22025390500
PI,Caridade do Piauí,Caridade do Piauí,,22025540500
PI,Castelo do Piauí,Castelo do Piauí,,22026040500
PI,Caxingó,Caxingó,,22026530500
PI,Cocal,Cocal,,22027030500
PI,Cocal de Telha,Cocal de Telha,,22027110500
PI,Cocal dos Alves,Cocal dos Alves,,22027290500
PI,Coivaras,Coivaras,,22027370500
PI,Colônia do Gurguéia,Colônia do Gurguéia,,22027520500
PI,Colônia do Piauí,Colônia do Piauí,,22027780500
PI,Conceição do Canindé,Conceição do Canindé,,22028020500
PI,Coronel José Dias,Coronel José Dias,,22028510500
PI,Corrente,Corrente,,22029010500
PI,Cristalândia do Piauí,Cristalândia do Piauí,,22030080500
PI,Cristino Castro,Cristino Castro,,22031070500
PI,Curimatá,Curimatá,,22032060500
PI,Currais,Currais,,22032300500
PI,Curralinhos,Curralinhos,,22032550500
PI,Curral Novo do Piauí,Curral Novo do Piauí,,22032710500
PI,Demerval Lobão,Demerval Lobão,,22033050500
PI,Dirceu Arcoverde,Dirceu Arcoverde,,22033540500
PI,Dom Expedito Lopes,Dom Expedito Lopes,,22034040500
PI,Domingos Mourão,Domingos Mourão,,22034200500
PI,Dom Inocêncio,Dom Inocêncio,,22034530500
PI,Elesbão Veloso,Elesbão Veloso,,22035030500
PI,Eliseu Martins,Eliseu Martins,,22036020500
PI,Esperantina,Esperantina,,22037010500
PI,Fartura do Piauí,Fartura do Piauí,,22037500500
PI,Flores do Piauí,Flores do Piauí,,22038000500
PI,Floresta do Piauí,Floresta do Piauí,,22038590500
PI,Floriano,Floriano,,22039090500
PI,Francinópolis,Francinópolis,,22040060500
PI,Francisco Ayres,Francisco Ayres,,22041050500
PI,Francisco Macedo,Francisco Macedo,,22041540500
PI,Francisco Santos,Francisco Santos,,22042040500
PI,Fronteiras,Fronteiras,,22043030500
PI,Geminiano,Geminiano,,22043520500
PI,Gilbués,Gilbués,,22044020500
PI,Guadalupe,Guadalupe,,22045010500
PI,Guaribas,Guaribas,,22045500500
PI,Hugo Napoleão,Hugo Napoleão,,22046000500
PI,Ilha Grande,Ilha Grande,,22046590500
PI,Inhuma,Inhuma,,22047090500
PI,Ipiranga do Piauí,Ipiranga do Piauí,,22048080500
PI,Isaías Coelho,Isaías Coelho,,22049070500
PI,Itainópolis,Itainópolis,,22050030500
PI,Itaueira,Itaueira,,22051020500
PI,Jacobina do Piauí,Jacobina do Piauí,,22051510500
PI,Jaicós,Jaicós,,22052010500
PI,Jardim do Mulato,Jardim do Mulato,,22052500500
PI,Jatobá do Piauí,Jatobá do Piauí,,22052760500
PI,Jerumenha,Jerumenha,,22053000500
PI,João Costa,João Costa,,22053590500
PI,Joaquim Pires,Joaquim Pires,,22054090500
PI,Joca Marques,Joca Marques,,22054580500
